fidu,Field,NI,ND,NM,NL,NT,CI,CD,CM,CL,CT,EI,ED,EM,EL,ET,ECe18,ECa18,ECeg18,CRI,CRD,CRM,CRL,CRT,CCI,CCD,CCM,CCL,CCT
298,Muth8,0.165876776,0.955288619,3.342772066,0.890280768,5.354218229,0.721634865,1.587516963,3.560444295,2.882572352,8.752168475,1.825246902,16.27221565,16.61496156,1.837139675,36.54956379,3.042119026,0.598295937,2.48874855,0.775116751,0.448553482,0.350326253,0.742827402,0.480406271,0.250389169,0.11365217,0.458605211,0.668164389,0.358994646
299,Muth8,0.165063292,0.963091537,3.366506457,0.906654998,5.401316284,0.718666255,1.581891,3.56181097,2.879839778,8.742208003,1.867306201,16.43256517,17.02077724,1.964654559,37.28530317,2.789528608,0.556320724,2.789528608,0.769934749,0.443119423,0.334458158,0.724977189,0.469946897,0.233115831,0.104917929,0.445381798,0.645131857,0.346091266
300,Muth8,0.163553759,0.972333148,3.376108527,0.929820165,5.441815599,0.717495024,1.585212172,3.545157254,2.884155809,8.732020259,1.734101946,16.27845098,16.61010631,1.870074194,36.49273343,2.71983099,0.538207741,2.71983099,0.78634645,0.448342174,0.350516102,0.738217052,0.481214179,0.2878215,0.113312531,0.458763418,0.662215551,0.359991335
301,Muth8,0.167583793,0.943824857,3.36640668,0.944529711,5.422345041,0.721008301,1.582948566,3.546586989,2.888448238,8.738992094,1.595550773,16.25489489,15.78899091,1.591420509,35.23085708,2.552525997,0.504014206,2.552525997,0.803416929,0.449140463,0.382623135,0.77722448,0.499153191,0.344723095,0.114595632,0.485519279,0.712547716,0.382122092
302,Muth8,0.163827658,0.973219976,3.360689342,0.914482355,5.412219331,0.722762287,1.579130113,3.559207201,2.887919903,8.749019504,1.539318211,15.95946567,15.22340632,1.397351369,34.11954156,2.414445162,0.489704781,2.414445162,0.810345175,0.459152216,0.404738471,0.804391312,0.514951808,0.367817252,0.130687666,0.503948726,0.747601692,0.401612316
303,Muth8,0.163726702,0.985090837,3.380371153,0.879053205,5.408241897,0.722612023,1.574993908,3.550474464,2.888170839,8.736251234,1.408844721,15.72836599,14.74551495,1.352413754,33.23513942,2.625882387,0.521918602,2.625882387,0.826420427,0.466983916,0.42342485,0.810681918,0.527524593,0.421401422,0.143275669,0.519520709,0.755718604,0.417122939
304,Muth8,0.163196132,0.965908378,3.38299489,0.907615647,5.419715047,0.724199295,1.578201235,3.562851549,2.892468274,8.757720353,1.21078476,15.17538884,14.16317431,1.297767696,31.84711561,2.923932314,0.569276772,2.923932314,0.850822806,0.485723671,0.446195377,0.818331565,0.547256934,0.502742687,0.173396343,0.538496148,0.765589116,0.441466067
305,Muth8,0.164586768,0.987245128,3.373175859,0.95172058,5.476728335,0.728752136,1.583557129,3.54773581,2.89192611,8.751971185,1.467744868,16.27673354,15.57893531,1.473221055,34.79663477,2.681914568,0.565182991,2.681914568,0.819163514,0.448400376,0.390836672,0.793770669,0.505326156,0.397211715,0.113406081,0.492363894,0.733897637,0.389737472
306,Muth8,0.160652727,0.987878234,3.376578331,0.928551033,5.453660325,0.729491234,1.582514167,3.575975478,2.876226782,8.764207661,1.679814395,17.11692132,16.77867889,1.693049374,37.26846398,2.78916502,0.541988335,2.78916502,0.793035058,0.419927386,0.343924622,0.76299793,0.470186285,0.31011686,0.067641039,0.453270519,0.694190877,0.346386592
307,Muth8,0.157065481,0.9804402,3.386269391,0.893184096,5.416959168,0.734798193,1.581512392,3.539734959,2.887659013,8.743704557,1.736927322,16.4753236,15.83263171,1.437871029,35.48275366,2.6304245,0.507781868,2.6304245,0.785998344,0.441670389,0.380916704,0.798719154,0.495572193,0.286661146,0.102588877,0.484097253,0.740282779,0.377704336
308,Muth8,0.16216898,0.983556777,3.36064732,0.894519895,5.400892972,0.732711434,1.577063203,3.546397686,2.915070056,8.771242379,1.527881166,15.60743666,14.37956541,1.164795507,32.67967874,2.243710518,0.453088455,2.243710518,0.8117543,0.471082071,0.437734111,0.83694572,0.5354211,0.372514333,0.149862692,0.531445092,0.789607381,0.426864595
309,Muth8,0.17757009,0.945440471,3.354317307,0.880361139,5.357689007,0.733391345,1.575500012,3.557094514,2.889195919,8.75518179,1.553326634,14.66567049,12.74536965,1.134543513,30.09891028,2.1866045,0.446460724,2.1866045,0.808619239,0.502997434,0.501633993,0.841180555,0.572109667,0.362064131,0.201160709,0.584694994,0.795071684,0.472126049
310,Muth8,0.209726438,0.947152674,3.37706989,0.921790108,5.45573911,0.722388923,1.575008035,3.521634519,2.865234792,8.684266269,1.094532354,14.63788727,12.55230933,1.602125829,29.88685478,2.441546202,0.484663162,2.441546202,0.86514592,0.503938975,0.509182985,0.775725892,0.575124277,0.550486399,0.202674061,0.590985821,0.710614054,0.475845073
311,Muth8,0.225214198,0.955299095,3.34259212,0.848245964,5.371351377,0.716462076,1.573091149,3.531418145,2.81345123,8.6344226,1.303858241,15.40471264,14.43251648,2.422980414,33.56406778,2.672534704,0.543013458,2.672534704,0.839355499,0.477952153,0.435663632,0.660818294,0.522848501,0.46451833,0.160905072,0.529719693,0.562346186,0.411354202
312,Muth8,0.169252798,0.867719472,3.294600844,0.827296287,5.158869401,0.735635459,1.599919141,3.537660837,2.841705679,8.714921116,2.842426473,16.95252665,16.87122606,2.26600231,38.9321815,5.385313988,1.0604245,4.145274162,0.649793077,0.425498531,0.340305868,0.682792925,0.446534643,-0.16735641,0.076595619,0.45025489,0.590700549,0.317208355
313,Muth8,0.167567566,0.85409388,3.315904677,1.026185572,5.363751695,0.724812269,1.575472593,3.561314284,2.922376096,8.783975242,2.087888318,16.44217765,16.46286847,1.992455128,36.98538957,4.763539314,0.968596878,3.572619677,0.742757482,0.442793667,0.356273356,0.721085517,0.47421051,0.14252494,0.104394337,0.46356113,0.640110345,0.351351144
314,Muth8,0.166007906,0.929943859,3.357180835,1.062530345,5.515662945,0.721925199,1.576265931,3.546659827,2.950755476,8.795606433,1.816615436,16.26130712,16.73628855,1.925091773,36.73930287,3.579271555,0.768958054,2.481909037,0.776180208,0.448923159,0.345582158,0.730515399,0.477708913,0.253934027,0.114246358,0.454651798,0.652277934,0.355667006
315,Muth8,0.167208195,0.962532416,3.381913901,1.165259644,5.676914156,0.722322106,1.584244073,3.550642073,2.931432187,8.788640439,1.857548887,16.54824019,17.50165562,2.11942231,38.02686701,2.879338741,0.599872246,2.879338741,0.771136919,0.43919933,0.315654981,0.703311975,0.459404721,0.237123064,0.098617109,0.429712484,0.617176742,0.333085738
316,Muth8,0.163719043,0.977365866,3.366537212,1.147740722,5.655362843,0.718436956,1.593461394,3.559309543,2.927786946,8.798994839,1.998178476,17.25519847,18.27398637,2.42621856,39.95358188,2.716095686,0.556554871,2.716095686,0.753810365,0.415241334,0.285455513,0.660365001,0.432014272,0.179367884,0.060109081,0.404546261,0.561761292,0.29929506
317,Muth8,0.164397374,0.992813021,3.387703716,1.099913209,5.64482732,0.719291091,1.587204039,3.534413934,2.95302838,8.793937444,2.196331198,18.09694697,19.15962243,2.626320825,42.07922143,2.591832399,0.539302711,2.591832399,0.729396557,0.386715454,0.25082561,0.63235362,0.401795882,0.097988523,0.014259028,0.375688008,0.525617575,0.262015645
318,Muth8,0.165743068,0.966794073,3.375081659,1.113510952,5.621129752,0.719166458,1.570593595,3.542239189,2.980533004,8.812532246,2.261026614,18.65721092,19.220512,2.517923253,42.65667278,2.47900486,0.505836906,2.47900486,0.721425627,0.367728758,0.248444723,0.64752769,0.393586752,0.071418756,0,0.373703936,0.545197019,0.251888318
319,Muth8,0.168316826,0.985887423,3.367791057,1.181666791,5.703662097,0.723429024,1.574260295,3.547981381,2.938905776,8.784576476,2.068623454,18.06781127,17.48277255,2.151540666,39.77074794,2.367461443,0.484324684,2.367461443,0.745131049,0.387702829,0.316393342,0.698815876,0.434613465,0.150436829,0.01584605,0.430327785,0.611375324,0.302501597
320,Muth8,0.170422897,1.004011735,3.394103051,1.190230489,5.758768172,0.724113882,1.58980608,3.53323251,2.910747886,8.757900358,1.633350604,16.87791132,15.24761781,1.675411141,35.43429087,2.457848072,0.517206764,2.457848072,0.798759724,0.428027158,0.40379176,0.765467023,0.496261147,0.329199079,0.080659918,0.5031598,0.697376804,0.378554275
321,Muth8,0.16761294,1.001572043,3.373141289,1.140483006,5.682809278,0.72650069,1.588955045,3.559339165,2.967025162,8.841820062,1.241868696,15.7569288,13.62481691,1.291209469,31.91482388,2.692698717,0.570659676,2.692698717,0.846993047,0.466015956,0.467246083,0.81924962,0.546294384,0.489976822,0.141719852,0.556038403,0.766773703,0.440278601
322,Muth8,0.162711859,1.020291969,3.369752169,1.103592575,5.656348572,0.728052616,1.57827425,3.574231922,2.998988569,8.879547357,1.369958554,16.46500302,14.34870963,1.259996054,33.44366726,2.699339867,0.564205475,2.699339867,0.831211476,0.442020142,0.438940625,0.82361904,0.524560132,0.437371586,0.103151039,0.532450521,0.772411665,0.413465783
323,Muth8,0.16526182,1.010918915,3.380434931,1.082572654,5.63918832,0.726150751,1.572002173,3.567632437,2.957546295,8.823331656,1.91504011,17.55933723,16.01740394,1.486454197,36.97823547,2.625019073,0.535675049,2.625019073,0.764053596,0.404934424,0.37369179,0.791918223,0.474312214,0.213511988,0.043542639,0.478076492,0.731507385,0.351476612
324,Muth8,0.164277837,1.004208595,3.395317972,1.113428905,5.677233309,0.7169137,1.578551114,3.523181975,2.935645461,8.75429225,2.141471236,17.58457894,16.05896416,1.535922389,37.32093673,2.335154057,0.498794785,2.335154057,0.73615569,0.404079012,0.372066714,0.784993402,0.469440325,0.120518966,0.042167722,0.476722261,0.722572132,0.345466326
325,Muth8,0.170638189,0.998143405,3.380283296,1.088312014,5.637376904,0.725986302,1.588081658,3.541953862,2.955703615,8.811725437,1.904050731,16.65160032,15.05853845,1.417147357,35.03133686,2.05913043,0.440236092,2.05913043,0.765407565,0.435696575,0.41118509,0.801620164,0.501989598,0.218025217,0.092987081,0.509320908,0.744026018,0.385621272
326,Muth8,0.186160594,0.979517416,3.376512527,1.063488796,5.605679333,0.733676791,1.584274471,3.542111935,2.987198949,8.847262146,1.196230891,14.70931394,12.1501228,0.930969196,28.98663683,2.118348122,0.434251137,2.118348122,0.852615945,0.501518408,0.524909175,0.869677973,0.587921902,0.508719817,0.198783449,0.604090979,0.831842545,0.491633073
327,Muth8,0.217411771,0.98384665,3.350213527,1.061944291,5.613416239,0.712105751,1.567602098,3.565812052,2.949044942,8.794564843,0.368930375,12.48479045,8.330173432,0.47730567,21.66119992,2.362072468,0.485398026,2.362072468,0.954545184,0.57690493,0.674275805,0.93318421,0.692061341,0.848483948,0.319953278,0.728563171,0.913786077,0.620106406
328,Muth8,0.210976943,1.000968784,3.344760597,1.058107242,5.614813566,0.705260158,1.563367963,3.560547828,2.893498242,8.722674191,0.486778366,12.51698966,8.495424745,0.841569648,22.34076242,2.790380716,0.543904533,2.790380716,0.940025483,0.575813736,0.667814192,0.882192598,0.682400586,0.800084945,0.318199386,0.723178494,0.847990448,0.608188256
329,Muth8,0.170719847,0.908735529,3.244496585,1.050832018,5.374783979,0.729865313,1.60898602,3.511132598,2.902649165,8.752633096,2.606962132,16.54676476,15.02404427,1.932000537,36.10977171,5.175238609,1.032826385,3.951794863,0.678803939,0.439249331,0.412533872,0.729548273,0.486658417,-0.070653536,0.098697476,0.510444893,0.65103003,0.366707708
330,Muth8,0.168386608,0.951052607,3.362340273,1.401788294,5.883567782,0.729950488,1.591723085,3.562336086,3.005030333,8.889039992,1.924168207,16.14465311,14.43847585,1.795073695,34.30237087,4.239985943,0.795443268,3.090426922,0.762928951,0.452876428,0.43543061,0.748716022,0.512352681,0.209763169,0.120600503,0.529525509,0.675762609,0.39840586
331,Muth8,0.165195465,0.993177399,3.374065697,1.431044892,5.963483453,0.721725702,1.594433546,3.540700377,3.021411538,8.878271163,1.743408861,16.10360523,15.26170055,1.840212972,34.94892761,3.115144253,0.627312393,2.216005802,0.785199773,0.454267494,0.4032411,0.742397185,0.503161139,0.283999242,0.122836382,0.502700917,0.667609271,0.387066564
332,Muth8,0.166457444,1.000614882,3.38164103,1.416848757,5.965562113,0.723473191,1.590936244,3.551739514,3.042240441,8.90838939,1.680216493,16.29226052,15.79663475,1.854657266,35.62376903,2.803922892,0.565844269,2.803922892,0.792985517,0.447874185,0.382324247,0.740375196,0.493567499,0.309951722,0.112560326,0.485270206,0.665000253,0.375231211
333,Muth8,0.166918814,1.011787519,3.378050805,1.44240193,5.999159068,0.722405851,1.581960917,3.557440222,3.015609026,8.877416016,1.667312102,16.49928227,15.91921124,1.860919811,35.94672542,2.700059652,0.542075119,2.700059652,0.794575428,0.440858457,0.377531295,0.739498532,0.488976306,0.315251428,0.101283848,0.481276079,0.663869073,0.36956721
334,Muth8,0.166540697,1.026050731,3.382118881,1.451264649,6.025974958,0.718692064,1.584895074,3.547347903,3.023994744,8.874929785,1.940851425,17.3549627,17.22009122,2.07070978,38.58661513,2.563293457,0.527900047,2.563293457,0.760873461,0.41186044,0.326664636,0.710131014,0.451447263,0.202911536,0.054674922,0.438887197,0.625975502,0.323268889
335,Muth8,0.166239098,1.029981047,3.394203841,1.459318653,6.049742639,0.717206538,1.597284674,3.548230529,3.032521784,8.895243525,2.320201238,18.53092088,18.68627933,2.41170347,41.94910492,2.533463717,0.504671288,2.533463717,0.714134897,0.372008581,0.269334144,0.662396901,0.403645636,0.047116324,0,0.391111787,0.564383098,0.264297625
336,Muth8,0.164442077,1.04196386,3.378775,1.441691831,6.026872768,0.716723084,1.599517405,3.565066039,3.00247556,8.883782088,2.585575597,19.30717981,19.0325459,2.591890943,43.51719225,2.1830163,0.452275162,2.1830163,0.681438911,0.345702066,0.255794522,0.637173299,0.381353487,-0.061870298,0,0.379828769,0.531836514,0.236796548
337,Muth8,0.163430423,1.053484782,3.367473603,1.442859993,6.027248801,0.717091084,1.593974233,3.558669924,3.048229814,8.917965055,2.325883987,18.42183872,17.08113232,2.184520665,40.01337569,2.168544292,0.432980843,2.168544292,0.713434743,0.375705249,0.33209817,0.69419916,0.431164235,0.044782475,0,0.443415142,0.605418271,0.298246397
338,Muth8,0.164316848,1.048197389,3.38668698,1.441055909,6.040257126,0.727487445,1.589788616,3.54198271,3.034167826,8.893426597,1.742948543,17.06026663,14.72627406,1.602866119,35.13235535,2.33976841,0.466001892,2.33976841,0.785256487,0.421847348,0.424177203,0.775622262,0.500553505,0.28418829,0.070727021,0.520147669,0.710480338,0.383849612
339,Muth8,0.155949369,1.048847437,3.384391606,1.442536429,6.031724841,0.7209813,1.590880513,3.562148452,3.007765412,8.881775677,1.661709216,17.24552602,14.35649707,1.362748261,34.62648056,2.670719385,0.507477379,2.670719385,0.795265743,0.415569122,0.438636123,0.809235239,0.507745092,0.317552478,0.06063594,0.532196769,0.753851921,0.392721632
340,Muth8,0.148274794,1.047439128,3.38486588,1.420166805,6.000746607,0.714294195,1.59796822,3.560597003,3.026475787,8.899335205,2.450239131,17.88540657,15.05157188,1.35128481,36.7385024,2.336188078,0.460399895,2.336188078,0.698113315,0.393884312,0.411457495,0.810839954,0.477720293,-0.006288951,0.025781636,0.509547912,0.755922521,0.355681045
341,Muth8,0.152851716,1.046273247,3.390132486,1.425885603,6.015143052,0.722487509,1.591333687,3.541462123,3.041058897,8.896342216,2.981535624,17.82576539,15.23198338,1.414422037,37.45370643,1.926920891,0.389029732,1.926920891,0.632653852,0.395905483,0.404403093,0.802001669,0.467552852,-0.224487161,0.029030293,0.503669244,0.744518282,0.343137814
342,Muth8,0.175788328,1.036107749,3.377482833,1.399178117,5.988557027,0.744056582,1.583607435,3.54655552,3.04197067,8.916190207,2.79277571,17.44939169,14.5949672,1.42400115,36.26113574,1.924170256,0.384168892,1.924170256,0.6559104,0.408660351,0.429311528,0.800660733,0.484506604,-0.146965333,0.049531374,0.524426273,0.742788043,0.36405309
343,Muth8,0.204975381,1.039399504,3.377195179,1.415203511,6.036773575,0.744740427,1.588731408,3.568291128,3.03597629,8.937739253,1.630977875,16.0748592,12.96354525,1.188306612,31.85768893,1.891521692,0.41237709,1.891521692,0.799052061,0.455241663,0.493102949,0.83365451,0.547106622,0.330173535,0.124402179,0.577585791,0.785360658,0.441280632
344,Muth8,0.196576893,1.029326365,3.360519528,1.435517772,6.021940558,0.722934902,1.585222602,3.554504156,3.002963424,8.865625084,0.856270697,13.36128942,8.842891871,0.611231765,23.67168376,2.407521486,0.475856628,2.407521486,0.894501431,0.547201396,0.654227627,0.914436521,0.663480021,0.648338103,0.272210365,0.711856355,0.889595512,0.58484659
345,Muth8,0.169093475,1.017298683,3.380087853,1.360354156,5.926834167,0.721770763,1.583667636,3.570759296,2.972163617,8.848361312,0.39856488,11.75185399,6.241205622,0.208963459,18.60058795,2.872244358,0.569862862,2.920335054,0.950894005,0.601743296,0.755958061,0.970748182,0.735571431,0.83631335,0.359876337,0.796631717,0.962255719,0.673783344
346,Muth8,0.201256335,0.941043868,3.184714198,0.932047233,5.259061634,0.754614234,1.620380938,3.548126281,2.882020652,8.805142105,3.304733572,17.71643101,17.25956974,2.966833742,41.24756806,4.879393578,0.982238159,3.679321766,0.592833593,0.399610698,0.325120958,0.584686808,0.413618783,-0.357221358,0.034985738,0.437600798,0.464112011,0.276601162
347,Muth8,0.172032192,1.003019467,3.388728262,1.099871829,5.66365175,0.736449301,1.622541845,3.556029141,2.982641518,8.897661805,2.344849985,16.54560874,15.15123361,2.260542752,36.30223509,3.865126371,0.830715408,2.745181561,0.711097998,0.439288507,0.407560549,0.683557183,0.48392233,0.036993328,0.098760444,0.506300457,0.591686688,0.36333229
348,Muth8,0.168096915,1.032803461,3.371586919,1.142777116,5.715264411,0.724557638,1.613380074,3.54808718,2.990383922,8.876408814,1.895528944,15.89810416,14.31724332,1.776660562,33.88753699,3.086708784,0.625897408,2.811670303,0.766457509,0.461231686,0.440171012,0.75129359,0.518250017,0.22152503,0.134030028,0.533475844,0.679088503,0.405681206
349,Muth8,0.164697006,1.040825233,3.370588004,1.165950164,5.742060407,0.722187638,1.602063776,3.551468254,3.010249258,8.885968926,1.643703406,15.8134337,13.99089453,1.511069187,32.95910082,2.943465233,0.565724373,2.948536396,0.797484186,0.46410107,0.452931815,0.788472486,0.531448796,0.324947285,0.13864203,0.544109846,0.727061272,0.421964097
350,Muth8,0.165914789,1.047446773,3.390777766,1.209095716,5.813235044,0.719814897,1.599304437,3.553296805,3.001664519,8.874080658,1.538904858,15.661455,13.97720166,1.387850253,32.56541177,2.926804066,0.544119568,2.931596279,0.810396103,0.469251452,0.45346723,0.805721328,0.537045535,0.367987012,0.146920312,0.544556025,0.749317843,0.428868606
351,Muth8,0.165043697,1.047143116,3.380211712,1.194562436,5.786960961,0.718900383,1.60107249,3.56001395,2.957728624,8.837715447,1.691950639,16.03117952,14.64319943,1.454490415,33.82082,2.852387905,0.532109833,2.852280617,0.791539787,0.456721917,0.427425564,0.796392684,0.519198476,0.305132625,0.126781412,0.522854637,0.737280882,0.406851287
352,Muth8,0.165266111,1.043073699,3.374403895,1.14354755,5.726291255,0.719599605,1.608310401,3.55194682,2.97440207,8.854258896,1.955538201,16.65731121,15.41235504,1.69403603,35.71924048,2.74230361,0.506569786,2.74230361,0.759063947,0.43550304,0.397350249,0.762859812,0.492210264,0.196879823,0.092676009,0.497791874,0.694012661,0.373556835
353,Muth8,0.16481775,1.059267253,3.383137405,1.110864535,5.718086943,0.72334379,1.603223264,3.546236634,2.960736513,8.833540201,2.406402734,17.87701382,16.9569593,2.086768852,39.32714471,2.485491037,0.456690369,2.485491037,0.703514267,0.394168733,0.33695355,0.70788298,0.440919791,0.011714223,0.026238789,0.447461292,0.623074813,0.3102815
354,Muth8,0.167526469,1.069783599,3.374869109,1.162276089,5.774455266,0.724323034,1.601675152,3.55207473,2.974561751,8.852634667,2.664686273,18.37931371,17.216903,2.249863775,40.51076676,2.357107401,0.4350103,2.357107401,0.671691919,0.377146372,0.326789301,0.685052084,0.424093253,-0.094360269,0,0.438991084,0.593615592,0.289523165
355,Muth8,0.164391041,1.064770073,3.38685608,1.165473476,5.78149067,0.729725778,1.59881866,3.548813164,2.927666962,8.805024564,2.548945223,17.92164513,16.34486615,2.028723854,38.84418035,2.461881638,0.467982979,2.461881638,0.68595203,0.39265623,0.360887451,0.716008428,0.44778568,-0.046826566,0.023807721,0.467406209,0.633559262,0.318751717
356,Muth8,0.16394335,1.056554974,3.397593081,1.109922558,5.728013963,0.741224289,1.604009688,3.551788211,2.948188305,8.845210493,2.456868774,17.51334943,15.45613734,1.680139266,37.10649481,2.51227808,0.508218193,2.51227808,0.697296496,0.406492897,0.395638286,0.764805155,0.472488861,-0.00901168,0.046047594,0.496365238,0.696522781,0.349227203
357,Muth8,0.156678706,1.056327536,3.376772404,1.048300274,5.63807892,0.733284354,1.601941585,3.566016435,2.97357285,8.874815224,3.180061383,17.540934,15.21309488,1.560275088,37.49436535,2.210162401,0.460067101,2.210162401,0.608194083,0.405558088,0.405141666,0.781584381,0.466974839,-0.306019724,0.044545062,0.504284722,0.718173395,0.342424739
358,Muth8,0.1437096,1.052587211,3.38157463,1.09237948,5.670250921,0.713060439,1.597105146,3.551145972,2.974544109,8.835855666,3.797190956,17.62174815,15.13934814,1.694690328,38.25297758,1.952897668,0.388669205,1.952897668,0.532159381,0.402819391,0.408025291,0.76276822,0.456190301,-0.55946873,0.040143114,0.506687743,0.693894478,0.329120216
359,Muth8,0.168098167,1.059373766,3.391267061,1.12591739,5.744656384,0.71807003,1.599293887,3.557578207,2.96581757,8.840759694,4.112496881,17.7872107,15.35053925,1.835538876,39.08578571,1.975025892,0.385140419,1.975025892,0.493311475,0.397212057,0.399767354,0.74305149,0.444350984,-0.688961751,0.031130367,0.499806128,0.668453536,0.314514448
360,Muth8,0.196325287,1.07397227,3.3988114,1.122103751,5.791212708,0.751992524,1.61605835,3.532955646,2.949335516,8.850342036,2.940876465,16.97947011,14.38425182,1.740003737,36.04460214,2.047078133,0.411742401,2.047078133,0.637663346,0.424585448,0.437550864,0.756425008,0.487584877,-0.207788847,0.075128009,0.531292387,0.685709687,0.367850651
361,Muth8,0.19590874,1.081026047,3.38776809,1.077424675,5.742127552,0.787303805,1.66734761,3.582549393,2.936407447,8.973608255,1.850110986,15.28039315,11.57646256,1.376132624,30.08309932,2.279459715,0.473018417,2.279459715,0.772053321,0.482165196,0.547340283,0.807361625,0.572334437,0.240177736,0.167676757,0.622783569,0.751434354,0.472403341
362,Muth8,0.172198176,1.071854621,3.40323639,0.995372049,5.642661236,0.813418329,1.712613582,3.608273566,2.944155217,9.078460694,1.150653354,13.35670106,8.350460846,0.621495359,23.47931062,2.665618896,0.564624252,2.665618896,0.858231418,0.54735689,0.673482532,0.912999769,0.666214824,0.52743806,0.272460293,0.72790211,0.887741637,0.588220425
411,Muth2,0.204381168,0.930767656,2.884575129,1.60961999,5.629343943,0.729115725,1.604561329,3.444470763,3.320269584,9.098417401,3.459569059,17.74902545,16.52613936,2.864009004,40.59874287,2.308439732,0.605661583,2.308439732,0.573756772,0.39850611,0.353799355,0.599080763,0.422842573,-0.420810759,0.033210318,0.461499462,0.482684855,0.287980242
412,Muth2,0.20062001,0.978004277,3.21563238,1.677544028,6.071800695,0.724550784,1.63781631,3.472445369,3.38193047,9.216742933,3.243851499,18.83246119,18.36374977,3.409335459,43.84939792,2.486509085,0.624043503,2.486509085,0.600334692,0.36178973,0.281945608,0.522743061,0.376630804,-0.332217693,0,0.40162134,0.384184594,0.230970334
413,Muth2,0.20477742,0.94455421,3.162234426,1.629996717,5.941562773,0.722157061,1.636282266,3.498414993,3.367516041,9.224370361,2.654906519,17.68400616,17.63663213,3.677436344,41.65298115,2.378489971,0.626194191,2.378489971,0.672896854,0.400709539,0.310377166,0.485212871,0.407855373,-0.090343821,0.03675192,0.425314305,0.335758543,0.269491037
414,Muth2,0.171761602,0.923987895,3.181945264,1.651961863,5.929656624,0.720531881,1.636754573,3.493328213,3.309907675,9.160522342,2.270814301,16.82929563,16.88780154,3.719073401,39.70698487,2.416824341,0.640508804,2.416824341,0.720219715,0.429674687,0.339657738,0.479384294,0.43551993,0.06739905,0.083308015,0.449714782,0.328237798,0.303619872
415,Muth2,0.156335458,0.941992909,3.185434878,1.714842245,5.99860549,0.730812788,1.636747062,3.483864188,3.345678867,9.197102905,2.166318551,16.47120008,16.20878654,3.614176965,38.46048214,2.378488302,0.618377037,2.378488302,0.733094326,0.44181013,0.366208399,0.494068255,0.453240387,0.11031442,0.102813485,0.471840333,0.347184846,0.325481006
416,Muth2,0.178481877,0.977275431,3.182454646,1.704490125,6.042702079,0.732567787,1.646917462,3.485523999,3.336047709,9.201056957,1.969755741,15.85204939,15.5523866,3.4704325,36.84462423,2.389241934,0.620023079,2.389241934,0.757312246,0.462792429,0.391874773,0.514190371,0.47621165,0.19104082,0.136538633,0.493228977,0.373148866,0.353819883
417,Muth2,0.199912801,0.96087715,3.179814458,1.682863236,6.023467645,0.730032206,1.650021732,3.48793745,3.332476974,9.200468362,1.768384823,15.33010195,14.62022353,3.33171569,35.05042599,2.795595646,0.722564316,2.795595646,0.782122559,0.480480623,0.428323962,0.533608689,0.501718224,0.273741862,0.164969117,0.523603302,0.398204761,0.385286488
418,Muth2,0.193138495,0.92971769,3.123904765,1.688583389,5.935344339,0.732705116,1.64973706,3.486858309,3.364389657,9.233690142,1.895600678,15.80061724,14.57049278,3.174169154,35.44087985,3.162960052,0.824385986,2.120821238,0.766448671,0.464535405,0.43026852,0.555662893,0.496167477,0.22149557,0.139340142,0.525223767,0.426661797,0.378438717
419,Muth2,0.226419166,0.965085357,2.952013433,1.576469451,5.719987407,0.727941394,1.616173327,3.480963885,3.328815282,9.153893888,3.091967958,17.7808686,17.5768826,2.932046183,41.38176535,2.529663324,0.692661819,2.529663324,0.619047812,0.397426983,0.312713476,0.589556556,0.411711015,-0.269840627,0.031475821,0.42726123,0.470395556,0.274247613
420,Muth2,0.186913848,1.01819846,3.205266774,1.623186499,6.033565581,0.72600621,1.641140163,3.50324893,3.356105447,9.22650075,2.208907457,17.17968429,16.78495011,2.927353802,39.10089565,2.442876339,0.67064209,2.442876339,0.727847073,0.417800422,0.343679407,0.590213421,0.444136179,0.092823578,0.06422234,0.453066172,0.471243123,0.31424945
421,Muth2,0.174738646,0.977736652,3.201733649,1.612949759,5.967158706,0.723228216,1.636707604,3.499373435,3.350042522,9.209351777,1.73880539,16.2384269,16.76018331,3.175718471,37.91313407,2.545305967,0.654014206,2.545305967,0.785766953,0.449698543,0.344647832,0.555446011,0.461021564,0.285889842,0.115492644,0.453873193,0.42638195,0.335080383
422,Muth2,0.170927525,0.948699921,3.186761022,1.610786766,5.917175234,0.720984161,1.641336322,3.505364358,3.325896143,9.193580984,1.600711395,16.18822904,16.93927261,3.380161657,38.10837471,2.616340637,0.667856445,2.616340637,0.802781104,0.451399691,0.33764513,0.526826965,0.458245996,0.342603679,0.118226922,0.448037608,0.389454148,0.331656258
423,Muth2,0.178902045,0.959760279,3.194391191,1.652693912,5.985747427,0.73082608,1.6489923,3.499979138,3.336253523,9.216051041,1.593319829,15.97564389,16.98210771,3.435447045,37.98651848,2.393865585,0.628360939,2.393865585,0.803691797,0.458603955,0.335970203,0.519087822,0.459978321,0.345639322,0.129806438,0.446641836,0.379468157,0.333793369
424,Muth2,0.182730049,0.981510698,3.178748906,1.692063898,6.035053551,0.732135832,1.649811745,3.502527832,3.302431702,9.186907111,1.515266006,15.47167428,15.97838378,3.312358008,36.27768207,2.356853962,0.641732254,2.356853962,0.813308576,0.475682901,0.375217546,0.536318481,0.48427138,0.377695254,0.157257671,0.479347955,0.401701266,0.363762901
